 ,corr_resp,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,fixation.started,fixation.stopped,line1.started,line2.started,line3.started,line4.started,probe.started,key_resp.started,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate
-50,x,0,0,0,0,,,,,15.0778686,16.0855605,16.0855605,16.0855605,16.0855605,16.0855605,17.0846943,17.0846943,x,1,1.6579328,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
150,v,0,1,1,1,,,,,18.7684154,19.7681121,19.7681121,19.7681121,19.7681121,19.7681121,20.7684247,20.7684247,v,1,1.0937862,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
50,c,0,2,2,2,,,,,21.8849097,22.8851478,22.8851478,22.8851478,22.8851478,22.8851478,23.8849052,23.8849052,c,1,0.7724112,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
-150,z,0,3,3,3,,,,,24.6850405,25.6850028,25.6850028,25.6850028,25.6850028,25.6850028,26.6843693,26.6843693,z,1,0.999487,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
-50,x,1,0,4,0,,,,,27.7013995,28.701372,28.701372,28.701372,28.701372,28.701372,29.7010689,29.7010689,x,1,0.7798624,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
150,v,1,1,5,1,,,,,30.5007747,31.5012375,31.5012375,31.5012375,31.5012375,31.5012375,32.5011852,32.5011852,v,1,1.0428856,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
50,c,1,2,6,2,,,,,33.5679887,34.5680753,34.5680753,34.5680753,34.5680753,34.5680753,35.567964,35.567964,c,1,0.841056,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
-150,z,1,3,7,3,,,,,36.4342787,37.4342677,37.4342677,37.4342677,37.4342677,37.4342677,38.4344406,38.4344406,z,1,0.9631315,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
-50,x,2,0,8,0,,,,,39.4169647,40.4173881,40.4173881,40.4173881,40.4173881,40.4173881,41.4171332,41.4171332,x,1,1.0658086,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
150,v,2,1,9,1,,,,,42.5004801,43.5004929,43.5004929,43.5004929,43.5004929,43.5004929,44.5004998,44.5004998,v,1,1.0015456,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
50,c,2,2,10,2,,,,,45.5337523,46.5339821,46.5339821,46.5339821,46.5339821,46.5339821,47.5338024,47.5338024,c,1,0.8585366,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
-150,z,2,3,11,3,,,,,48.4166663,49.4167916,49.4167916,49.4167916,49.4167916,49.4167916,50.4170568,50.4170568,z,1,1.0621558,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
-50,x,3,0,12,0,,,,,51.5002231,52.5000412,52.5000412,52.5000412,52.5000412,52.5000412,53.5001935,53.5001935,x,1,2.3850339,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
150,v,3,1,13,1,,,,,55.9168276,56.9162051,56.9162051,56.9162051,56.9162051,56.9162051,57.9166099,57.9166099,v,1,1.3212195,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
50,c,3,2,14,2,,,,,59.266431,60.2667279,60.2667279,60.2667279,60.2667279,60.2667279,61.2663615,61.2663615,c,1,0.7334503,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
-150,z,3,3,15,3,,,,,62.0159085,63.0165177,63.0165177,63.0165177,63.0165177,63.0165177,64.0157116,64.0157116,z,1,0.9206374,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
-50,x,4,0,16,0,,,,,64.9661931,65.9660533,65.9660533,65.9660533,65.9660533,65.9660533,66.9664935,66.9664935,x,1,1.1561436,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
150,v,4,1,17,1,,,,,68.1488107,69.1494622,69.1494622,69.1494622,69.1494622,69.1494622,70.1492795,70.1492795,v,1,1.0043313,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
50,c,4,2,18,2,,,,,71.1826946,72.1827796,72.1827796,72.1827796,72.1827796,72.1827796,73.1828471,73.1828471,c,1,1.5286788,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
-150,z,4,3,19,3,,,,,74.7323826,75.732784,75.732784,75.732784,75.732784,75.732784,76.7322465,76.7322465,z,1,0.9289764,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
-50,x,5,0,20,0,,,,,77.6822496,78.6823562,78.6823562,78.6823562,78.6823562,78.6823562,79.6824239,79.6824239,x,1,0.9954995,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
150,v,5,1,21,1,,,,,80.6983459,81.6986695,81.6986695,81.6986695,81.6986695,81.6986695,82.6986376,82.6986376,v,1,1.5362609,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
50,c,5,2,22,2,,,,,84.265735,85.2653082,85.2653082,85.2653082,85.2653082,85.2653082,86.2653365,86.2653365,c,1,3.694589,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
-150,z,5,3,23,3,,,,,89.9810415,90.9819469,90.9819469,90.9819469,90.9819469,90.9819469,91.9815008,91.9815008,z,1,2.762936,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
-50,x,6,0,24,0,,,,,94.7646267,95.7650801,95.7650801,95.7650801,95.7650801,95.7650801,96.7644902,96.7644902,x,1,1.2773025,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
150,v,6,1,25,1,,,,,98.0646306,99.0647913,99.0647913,99.0647913,99.0647913,99.0647913,100.0646375,100.0646375,v,1,1.031935,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
50,c,6,2,26,2,,,,,101.1142767,102.1145666,102.1145666,102.1145666,102.1145666,102.1145666,103.1143814,103.1143814,c,1,0.9331461,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
-150,z,6,3,27,3,,,,,104.0641762,105.0642413,105.0642413,105.0642413,105.0642413,105.0642413,106.06428,106.06428,z,1,1.3766353,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
-50,x,7,0,28,0,,,,,107.4640157,108.4642161,108.4642161,108.4642161,108.4642161,108.4642161,109.4641453,109.4641453,x,1,0.7778374,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
150,v,7,1,29,1,,,,,110.2639506,111.2641085,111.2641085,111.2641085,111.2641085,111.2641085,112.2640549,112.2640549,v,1,1.0131628,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
50,c,7,2,30,2,,,,,113.296576,114.2970708,114.2970708,114.2970708,114.2970708,114.2970708,115.2969996,115.2969996,c,1,0.8114209,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
-150,z,7,3,31,3,,,,,116.1303575,117.1298993,117.1298993,117.1298993,117.1298993,117.1298993,118.1305083,118.1305083,z,1,0.9330622,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
-50,x,8,0,32,0,,,,,119.0801176,120.0799008,120.0799008,120.0799008,120.0799008,120.0799008,121.0800801,121.0800801,x,1,0.7258678,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
150,v,8,1,33,1,,,,,121.8300218,122.8300386,122.8300386,122.8300386,122.8300386,122.8300386,123.8302838,123.8302838,v,1,1.3269537,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
50,c,8,2,34,2,,,,,125.1799996,126.1798221,126.1798221,126.1798221,126.1798221,126.1798221,127.1799917,127.1799917,c,1,0.5088143,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
-150,z,8,3,35,3,,,,,127.7129724,128.7133195,128.7133195,128.7133195,128.7133195,128.7133195,129.7128881,129.7128881,z,1,1.0417607,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
-50,x,9,0,36,0,,,,,130.7795448,131.7798451,131.7798451,131.7798451,131.7798451,131.7798451,132.7798743,132.7798743,x,1,0.6073553,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
150,v,9,1,37,1,,,,,133.4123214,134.4128122,134.4128122,134.4128122,134.4128122,134.4128122,135.4129175,135.4129175,v,1,0.3726616,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
50,c,9,2,38,2,,,,,135.8127811,136.8127928,136.8127928,136.8127928,136.8127928,136.8127928,137.8125358,137.8125358,c,1,0.6717862,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
-150,z,9,3,39,3,,,,,138.5124699,139.5124777,139.5124777,139.5124777,139.5124777,139.5124777,140.5120456,140.5120456,z,1,1.0361958,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
-50,x,10,0,40,0,,,,,141.5785814,142.5789471,142.5789471,142.5789471,142.5789471,142.5789471,143.5789356,143.5789356,x,1,0.6459946,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
150,v,10,1,41,1,,,,,144.2455025,145.2455503,145.2455503,145.2455503,145.2455503,145.2455503,146.2449832,146.2449832,v,1,0.469043,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
50,c,10,2,42,2,,,,,146.7455714,147.7448264,147.7448264,147.7448264,147.7448264,147.7448264,148.745505,148.745505,c,1,0.5654288,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
-150,z,10,3,43,3,,,,,149.3286584,150.3284189,150.3284189,150.3284189,150.3284189,150.3284189,151.3286078,151.3286078,z,1,1.5436073,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
-50,x,11,0,44,0,,,,,152.8950445,153.8951881,153.8951881,153.8951881,153.8951881,153.8951881,154.8951315,154.8951315,x,1,1.001777,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
150,v,11,1,45,1,,,,,155.9282451,156.9288495,156.9288495,156.9288495,156.9288495,156.9288495,157.9278955,157.9278955,v,1,0.4047318,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
50,c,11,2,46,2,,,,,158.3615106,159.3617805,159.3617805,159.3617805,159.3617805,159.3617805,160.3612762,160.3612762,c,1,0.7038609,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
-150,z,11,3,47,3,,,,,161.0946934,162.0948022,162.0948022,162.0948022,162.0948022,162.0948022,163.0947165,163.0947165,z,1,0.8760421,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
-50,x,12,0,48,0,,,,,163.9945132,164.9944918,164.9944918,164.9944918,164.9944918,164.9944918,165.9946871,165.9946871,x,1,0.9200528,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
150,v,12,1,49,1,,,,,166.944295,167.9444531,167.9444531,167.9444531,167.9444531,167.9444531,168.943802,168.943802,v,1,0.4185556,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
50,c,12,2,50,2,,,,,169.3941977,170.3942677,170.3942677,170.3942677,170.3942677,170.3942677,171.3939212,171.3939212,c,1,0.418629,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
-150,z,12,3,51,3,,,,,171.8682001,172.8776961,172.8776961,172.8776961,172.8776961,172.8776961,173.8776255,173.8776255,z,1,0.8576084,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
-50,x,13,0,52,0,,,,,174.7602972,175.7607385,175.7607385,175.7607385,175.7607385,175.7607385,176.7606998,176.7606998,x,1,0.3830426,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
150,v,13,1,53,1,,,,,177.1610265,178.1608131,178.1608131,178.1608131,178.1608131,178.1608131,179.1604978,179.1604978,v,1,0.3705929,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
50,c,13,2,54,2,,,,,179.5605922,180.5607673,180.5607673,180.5607673,180.5607673,180.5607673,181.5599007,181.5599007,c,1,0.4993568,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
-150,z,13,3,55,3,,,,,182.0765307,183.0772901,183.0772901,183.0772901,183.0772901,183.0772901,184.0770026,184.0770026,z,1,0.4203751,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
-50,x,14,0,56,0,,,,,184.5264145,185.5270042,185.5270042,185.5270042,185.5270042,185.5270042,186.5268658,186.5268658,x,1,0.4920735,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
150,v,14,1,57,1,,,,,187.0434534,188.043549,188.043549,188.043549,188.043549,188.043549,189.0430894,189.0430894,v,1,0.3624521,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
50,c,14,2,58,2,,,,,189.426768,190.4265391,190.4265391,190.4265391,190.4265391,190.4265391,191.4264805,191.4264805,c,1,0.3638697,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
-150,z,14,3,59,3,,,,,191.8099327,192.8099847,192.8099847,192.8099847,192.8099847,192.8099847,193.8097651,193.8097651,z,1,0.9974482,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
-50,x,15,0,60,0,,,,,194.8266152,195.8264548,195.8264548,195.8264548,195.8264548,195.8264548,196.8259926,196.8259926,x,1,0.5515447,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
150,v,15,1,61,1,,,,,197.4096534,198.4097688,198.4097688,198.4097688,198.4097688,198.4097688,199.4090898,199.4090898,v,1,0.4040348,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
50,c,15,2,62,2,,,,,199.8428495,200.8421523,200.8421523,200.8421523,200.8421523,200.8421523,201.8424791,201.8424791,c,1,0.5533094,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
-150,z,15,3,63,3,,,,,202.4258269,203.4258091,203.4258091,203.4258091,203.4258091,203.4258091,204.4259155,204.4259155,z,1,0.4372185,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
-50,x,16,0,64,0,,,,,204.8923212,205.892415,205.892415,205.892415,205.892415,205.892415,206.8925179,206.8925179,x,1,1.2291921,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
150,v,16,1,65,1,,,,,208.1423022,209.1424642,209.1424642,209.1424642,209.1424642,209.1424642,210.142288,210.142288,v,1,0.6504265,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
50,c,16,2,66,2,,,,,210.808875,211.808834,211.808834,211.808834,211.808834,211.808834,212.8088535,212.8088535,c,1,0.562686,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
-150,z,16,3,67,3,,,,,213.3919388,214.392159,214.392159,214.392159,214.392159,214.392159,215.3921545,215.3921545,z,1,0.6512368,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
-50,x,17,0,68,0,,,,,216.0751364,217.0755449,217.0755449,217.0755449,217.0755449,217.0755449,218.0755505,218.0755505,x,1,0.6351096,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
150,v,17,1,69,1,,,,,218.7417883,219.741683,219.741683,219.741683,219.741683,219.741683,220.7417116,220.7417116,v,1,0.5692693,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
50,c,17,2,70,2,,,,,221.3413455,222.3415715,222.3415715,222.3415715,222.3415715,222.3415715,223.3416299,223.3416299,c,1,0.5099932,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
-150,z,17,3,71,3,,,,,223.8747479,224.8748113,224.8748113,224.8748113,224.8748113,224.8748113,225.8749187,225.8749187,z,1,1.3496575,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
-50,x,18,0,72,0,,,,,227.2414939,228.24106,228.24106,228.24106,228.24106,228.24106,229.2409639,229.2409639,x,1,0.4447653,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
150,v,18,1,73,1,,,,,229.7080898,230.708115,230.708115,230.708115,230.708115,230.708115,231.7082906,231.7082906,v,1,0.4015544,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
50,c,18,2,74,2,,,,,232.1410952,233.1410054,233.1410054,233.1410054,233.1410054,233.1410054,234.1411368,234.1411368,c,1,0.3610251,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
-150,z,18,3,75,3,,,,,234.5244627,235.5245202,235.5245202,235.5245202,235.5245202,235.5245202,236.52456,236.52456,z,1,0.8090032,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
-50,x,19,0,76,0,,,,,237.3571119,238.3577778,238.3577778,238.3577778,238.3577778,238.3577778,239.3570333,239.3570333,x,1,0.4388719,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
150,v,19,1,77,1,,,,,239.8242142,240.8243048,240.8243048,240.8243048,240.8243048,240.8243048,241.8238637,241.8238637,v,1,0.3882873,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
50,c,19,2,78,2,,,,,242.2403699,243.2402615,243.2402615,243.2402615,243.2402615,243.2402615,244.2403643,244.2403643,c,1,0.3683774,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
-150,z,19,3,79,3,,,,,244.6400353,245.6399654,245.6399654,245.6399654,245.6399654,245.6399654,246.640223,246.640223,z,1,0.7399412,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
-50,x,20,0,80,0,,,,,247.4069867,248.4072883,248.4072883,248.4072883,248.4072883,248.4072883,249.4070025,249.4070025,x,1,0.4406994,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
150,v,20,1,81,1,,,,,249.8732364,250.8733294,250.8733294,250.8733294,250.8733294,250.8733294,251.8733153,251.8733153,v,1,0.4014023,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
50,c,20,2,82,2,,,,,252.307402,253.3069732,253.3069732,253.3069732,253.3069732,253.3069732,254.3069293,254.3069293,c,1,0.3148754,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
-150,z,20,3,83,3,,,,,254.6398359,255.6401982,255.6401982,255.6401982,255.6401982,255.6401982,256.6398895,256.6398895,z,1,0.3658738,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
-50,x,21,0,84,0,,,,,257.022986,258.023531,258.023531,258.023531,258.023531,258.023531,259.0232165,259.0232165,x,1,0.5292049,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
150,v,21,1,85,1,,,,,259.5729702,260.5734394,260.5734394,260.5734394,260.5734394,260.5734394,261.5729344,261.5729344,v,1,0.9957982,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
50,c,21,2,86,2,,,,,262.5893936,263.5891471,263.5891471,263.5891471,263.5891471,263.5891471,264.5893997,264.5893997,c,1,0.3884903,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
-150,z,21,3,87,3,,,,,265.0058025,266.006252,266.006252,266.006252,266.006252,266.006252,267.0061792,267.0061792,z,1,0.4527162,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
-50,x,22,0,88,0,,,,,267.4890999,268.4891004,268.4891004,268.4891004,268.4891004,268.4891004,269.4890662,269.4890662,x,1,0.6885485,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
150,v,22,1,89,1,,,,,270.2061526,271.2059818,271.2059818,271.2059818,271.2059818,271.2059818,272.2059671,272.2059671,v,1,4.3012726,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
50,c,22,2,90,2,,,,,276.5383969,277.5388625,277.5388625,277.5388625,277.5388625,277.5388625,278.5385916,278.5385916,c,1,0.5289861,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
-150,z,22,3,91,3,,,,,279.0889239,280.0889433,280.0889433,280.0889433,280.0889433,280.0889433,281.0886409,281.0886409,z,1,0.8941522,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
-50,x,23,0,92,0,,,,,282.0053348,283.0055805,283.0055805,283.0055805,283.0055805,283.0055805,284.0054287,284.0054287,x,1,0.5100367,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
150,v,23,1,93,1,,,,,284.5382227,285.5384116,285.5384116,285.5384116,285.5384116,285.5384116,286.5382095,286.5382095,v,1,0.4961663,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
50,c,23,2,94,2,,,,,287.0552519,288.0550927,288.0550927,288.0550927,288.0550927,288.0550927,289.055206,289.055206,c,1,0.7030108,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
-150,z,23,3,95,3,,,,,289.7882364,290.7882772,290.7882772,290.7882772,290.7882772,290.7882772,291.788184,291.788184,z,1,0.5828417,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
-50,x,24,0,96,0,,,,,292.3879654,293.3881977,293.3881977,293.3881977,293.3881977,293.3881977,294.3878774,294.3878774,x,1,0.5480148,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
150,v,24,1,97,1,,,,,294.9542116,295.9549656,295.9549656,295.9549656,295.9549656,295.9549656,296.9550335,296.9550335,v,1,0.418088,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
50,c,24,2,98,2,,,,,297.4045701,298.4047932,298.4047932,298.4047932,298.4047932,298.4047932,299.4045072,299.4045072,c,1,0.6949204,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
