 ,corr_resp,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,fixation.started,fixation.stopped,line1.started,line2.started,line3.started,line4.started,probe.started,key_resp.started,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate
-150,z,24,3,99,3,,,,,300.1211862,301.1212555,301.1212555,301.1212555,301.1212555,301.1212555,302.1211937,302.1211937,z,1,0.6510239,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
-50,x,25,0,100,0,,,,,302.8042313,303.8043356,303.8043356,303.8043356,303.8043356,303.8043356,304.8042443,304.8042443,x,1,0.8569164,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
150,v,25,1,101,1,,,,,305.6874322,306.6868259,306.6868259,306.6868259,306.6868259,306.6868259,307.6871798,307.6871798,v,1,0.3951365,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
50,c,25,2,102,2,,,,,308.1034699,309.1042485,309.1042485,309.1042485,309.1042485,309.1042485,310.104233,310.104233,c,1,0.4321087,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
-150,z,25,3,103,3,,,,,310.5534021,311.5541484,311.5541484,311.5541484,311.5541484,311.5541484,312.5539117,312.5539117,z,1,0.9556331,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
-50,x,26,0,104,0,,,,,313.5371763,314.5369537,314.5369537,314.5369537,314.5369537,314.5369537,315.5370547,315.5370547,x,1,0.8061318,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
150,v,26,1,105,1,,,,,316.3700555,317.3706152,317.3706152,317.3706152,317.3706152,317.3706152,318.3706115,318.3706115,v,1,0.421927,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
50,c,26,2,106,2,,,,,318.819664,319.8202905,319.8202905,319.8202905,319.8202905,319.8202905,320.8197393,320.8197393,c,1,0.4645602,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
-150,z,26,3,107,3,,,,,321.3034963,322.3037493,322.3037493,322.3037493,322.3037493,322.3037493,323.3028404,323.3028404,z,1,0.8197839,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
-50,x,27,0,108,0,,,,,324.1527403,325.153496,325.153496,325.153496,325.153496,325.153496,326.1532343,326.1532343,x,1,0.615774,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
150,v,27,1,109,1,,,,,326.7862085,327.7861211,327.7861211,327.7861211,327.7861211,327.7861211,328.7861059,328.7861059,v,1,0.4013114,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
50,c,27,2,110,2,,,,,329.2198355,330.2198885,330.2198885,330.2198885,330.2198885,330.2198885,331.2193253,331.2193253,c,1,0.6348903,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
-150,z,27,3,111,3,,,,,331.8856112,332.8859463,332.8859463,332.8859463,332.8859463,332.8859463,333.8856194,333.8856194,z,1,0.5325843,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
-50,x,28,0,112,0,,,,,334.435936,335.4359945,335.4359945,335.4359945,335.4359945,335.4359945,336.4362074,336.4362074,x,1,0.6017322,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
150,v,28,1,113,1,,,,,337.0693335,338.0694424,338.0694424,338.0694424,338.0694424,338.0694424,339.0691777,339.0691777,v,1,0.4258257,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
50,c,28,2,114,2,,,,,339.5193788,340.5194134,340.5194134,340.5194134,340.5194134,340.5194134,341.5192267,341.5192267,c,1,0.5519343,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
-150,z,28,3,115,3,,,,,342.1024992,343.1023876,343.1023876,343.1023876,343.1023876,343.1023876,344.1024455,344.1024455,z,1,0.637977,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
-50,x,29,0,116,0,,,,,344.7690213,345.7685981,345.7685981,345.7685981,345.7685981,345.7685981,346.7690268,346.7690268,x,1,0.3878753,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
150,v,29,1,117,1,,,,,347.1852654,348.1853008,348.1853008,348.1853008,348.1853008,348.1853008,349.1853804,349.1853804,v,1,0.4161437,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
50,c,29,2,118,2,,,,,349.6188176,350.6189967,350.6189967,350.6189967,350.6189967,350.6189967,351.6184905,351.6184905,c,1,0.4993585,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
-150,z,29,3,119,3,,,,,352.1351005,353.1347649,353.1347649,353.1347649,353.1347649,353.1347649,354.1348436,354.1348436,z,1,0.4330106,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
-50,x,30,0,120,0,,,,,354.5846418,355.5848759,355.5848759,355.5848759,355.5848759,355.5848759,356.5847687,356.5847687,x,1,0.7184809,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
150,v,30,1,121,1,,,,,357.3349491,358.3346691,358.3346691,358.3346691,358.3346691,358.3346691,359.3342914,359.3342914,v,1,0.6126516,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
50,c,30,2,122,2,,,,,359.9679009,360.9682308,360.9682308,360.9682308,360.9682308,360.9682308,361.9679525,361.9679525,c,1,0.4193583,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
-150,z,30,3,123,3,,,,,362.4178145,363.4179383,363.4179383,363.4179383,363.4179383,363.4179383,364.4180979,364.4180979,z,1,0.7164639,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
-50,x,31,0,124,0,,,,,365.150881,366.1512911,366.1512911,366.1512911,366.1512911,366.1512911,367.1509397,367.1509397,x,1,0.589495,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
150,v,31,1,125,1,,,,,367.7672039,368.7673186,368.7673186,368.7673186,368.7673186,368.7673186,369.7675519,369.7675519,v,1,0.4454401,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
50,c,31,2,126,2,,,,,370.2340908,371.2342234,371.2342234,371.2342234,371.2342234,371.2342234,372.2342555,372.2342555,c,1,0.4552184,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
-150,z,31,3,127,3,,,,,372.7171241,373.7176145,373.7176145,373.7176145,373.7176145,373.7176145,374.717521,374.717521,z,1,1.0303342,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
-50,x,32,0,128,0,,,,,375.7671948,376.7677083,376.7677083,376.7677083,376.7677083,376.7677083,377.7674453,377.7674453,x,1,0.6325242,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
150,v,32,1,129,1,,,,,378.417423,379.4168501,379.4168501,379.4168501,379.4168501,379.4168501,380.4172685,380.4172685,v,1,0.858115,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
50,c,32,2,130,2,,,,,381.3005768,382.300607,382.300607,382.300607,382.300607,382.300607,383.3001352,383.3001352,c,1,0.5770525,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
-150,z,32,3,131,3,,,,,383.9003288,384.900177,384.900177,384.900177,384.900177,384.900177,385.9008088,385.9008088,z,1,0.4537673,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
-50,x,33,0,132,0,,,,,386.3832784,387.3835396,387.3835396,387.3835396,387.3835396,387.3835396,388.3835614,388.3835614,x,1,0.4192394,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
150,v,33,1,133,1,,,,,388.8330906,389.8334732,389.8334732,389.8334732,389.8334732,389.8334732,390.8330337,390.8330337,v,1,0.3232934,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
50,c,33,2,134,2,,,,,391.1836652,392.1830251,392.1830251,392.1830251,392.1830251,392.1830251,393.1833435,393.1833435,c,1,0.3633191,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
-150,z,33,3,135,3,,,,,393.5661915,394.5664861,394.5664861,394.5664861,394.5664861,394.5664861,395.5665658,395.5665658,z,1,0.4146868,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
-50,x,34,0,136,0,,,,,395.9998857,396.9999113,396.9999113,396.9999113,396.9999113,396.9999113,397.9999037,397.9999037,x,1,0.5165043,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
150,v,34,1,137,1,,,,,398.5324231,399.5328434,399.5328434,399.5328434,399.5328434,399.5328434,400.5321766,400.5321766,v,1,0.3624569,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
50,c,34,2,138,2,,,,,400.9157824,401.916192,401.916192,401.916192,401.916192,401.916192,402.916098,402.916098,c,1,0.3491876,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
-150,z,34,3,139,3,,,,,403.28235,404.2827731,404.2827731,404.2827731,404.2827731,404.2827731,405.2825808,405.2825808,z,1,0.4373947,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
-50,x,35,0,140,0,,,,,405.7486964,406.7490232,406.7490232,406.7490232,406.7490232,406.7490232,407.7492181,407.7492181,x,1,0.3750884,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
150,v,35,1,141,1,,,,,408.1490608,409.1491561,409.1491561,409.1491561,409.1491561,409.1491561,410.1490593,410.1490593,v,1,0.555463,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
50,c,35,2,142,2,,,,,410.7320747,411.7319515,411.7319515,411.7319515,411.7319515,411.7319515,412.7321494,412.7321494,c,1,0.4817986,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
-150,z,35,3,143,3,,,,,413.2316991,414.2323614,414.2323614,414.2323614,414.2323614,414.2323614,415.2313702,415.2313702,z,1,0.4321942,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
-50,x,36,0,144,0,,,,,415.6818198,416.6818394,416.6818394,416.6818394,416.6818394,416.6818394,417.6817952,417.6817952,x,1,0.5070093,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
150,v,36,1,145,1,,,,,418.2150625,419.2154184,419.2154184,419.2154184,419.2154184,419.2154184,420.2150903,420.2150903,v,1,0.4541524,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
50,c,36,2,146,2,,,,,420.698369,421.6979553,421.6979553,421.6979553,421.6979553,421.6979553,422.6986507,422.6986507,c,1,0.5030479,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
-150,z,36,3,147,3,,,,,423.2315854,424.2316967,424.2316967,424.2316967,424.2316967,424.2316967,425.2314838,425.2314838,z,1,0.5102033,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
-50,x,37,0,148,0,,,,,425.7648053,426.7648361,426.7648361,426.7648361,426.7648361,426.7648361,427.7647761,427.7647761,x,1,0.4492682,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
150,v,37,1,149,1,,,,,428.2311573,429.2312601,429.2312601,429.2312601,429.2312601,429.2312601,430.231332,430.231332,v,1,0.4985603,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
50,c,37,2,150,2,,,,,430.748271,431.7479391,431.7479391,431.7479391,431.7479391,431.7479391,432.7480281,432.7480281,c,1,0.4550227,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
-150,z,37,3,151,3,,,,,433.2309651,434.2311981,434.2311981,434.2311981,434.2311981,434.2311981,435.2309719,435.2309719,z,1,0.5900992,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
-50,x,38,0,152,0,,,,,435.8478232,436.8477309,436.8477309,436.8477309,436.8477309,436.8477309,437.8477392,437.8477392,x,1,0.4546087,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
150,v,38,1,153,1,,,,,438.3302751,439.3307744,439.3307744,439.3307744,439.3307744,439.3307744,440.3309277,440.3309277,v,1,0.4510313,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
50,c,38,2,154,2,,,,,440.8141893,441.8143578,441.8143578,441.8143578,441.8143578,441.8143578,442.8136636,442.8136636,c,1,0.4834212,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
-150,z,38,3,155,3,,,,,443.3137584,444.3141402,444.3141402,444.3141402,444.3141402,444.3141402,445.3146202,445.3146202,z,1,0.5233592,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
-50,x,39,0,156,0,,,,,445.8633755,446.8636735,446.8636735,446.8636735,446.8636735,446.8636735,447.8637305,447.8637305,x,1,0.5957796,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
150,v,39,1,157,1,,,,,448.4800927,449.4799442,449.4799442,449.4799442,449.4799442,449.4799442,450.480226,450.480226,v,1,0.4148663,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
50,c,39,2,158,2,,,,,450.913441,451.9136961,451.9136961,451.9136961,451.9136961,451.9136961,452.9135661,452.9135661,c,1,0.5778958,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
-150,z,39,3,159,3,,,,,453.5135139,454.5134162,454.5134162,454.5134162,454.5134162,454.5134162,455.5134638,455.5134638,z,1,0.460474,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
-50,x,40,0,160,0,,,,,455.9961546,456.9966201,456.9966201,456.9966201,456.9966201,456.9966201,457.9960949,457.9960949,x,1,0.5546437,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
150,v,40,1,161,1,,,,,458.5796527,459.5797059,459.5797059,459.5797059,459.5797059,459.5797059,460.5795695,460.5795695,v,1,0.5078426,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
50,c,40,2,162,2,,,,,461.1131128,462.1130384,462.1130384,462.1130384,462.1130384,462.1130384,463.1128879,463.1128879,c,1,0.5082813,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
-150,z,40,3,163,3,,,,,463.6462588,464.6466604,464.6466604,464.6466604,464.6466604,464.6466604,465.6463504,465.6463504,z,1,0.4279988,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
-50,x,41,0,164,0,,,,,466.096256,467.0960971,467.0960971,467.0960971,467.0960971,467.0960971,468.0955106,468.0955106,x,1,0.8336368,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
150,v,41,1,165,1,,,,,468.9460925,469.9458958,469.9458958,469.9458958,469.9458958,469.9458958,470.9461278,470.9461278,v,1,0.5656279,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
50,c,41,2,166,2,,,,,471.5288865,472.5304794,472.5304794,472.5304794,472.5304794,472.5304794,473.528631,473.528631,c,1,0.4388461,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
-150,z,41,3,167,3,,,,,473.9958463,474.99595,474.99595,474.99595,474.99595,474.99595,475.9959136,475.9959136,z,1,0.4860277,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
-50,x,42,0,168,0,,,,,476.5119942,477.5123506,477.5123506,477.5123506,477.5123506,477.5123506,478.5123135,478.5123135,x,1,0.4883624,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
150,v,42,1,169,1,,,,,479.0282534,480.0286665,480.0286665,480.0286665,480.0286665,480.0286665,481.0288053,481.0288053,v,1,0.4295507,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
50,c,42,2,170,2,,,,,481.4785279,482.4784946,482.4784946,482.4784946,482.4784946,482.4784946,483.4788112,483.4788112,c,1,0.3985247,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
-150,z,42,3,171,3,,,,,483.8954339,484.8953965,484.8953965,484.8953965,484.8953965,484.8953965,485.8952716,485.8952716,z,1,0.3912146,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
-50,x,43,0,172,0,,,,,486.3116317,487.3120139,487.3120139,487.3120139,487.3120139,487.3120139,488.3118037,488.3118037,x,1,0.3797394,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
150,v,43,1,173,1,,,,,488.7115129,489.7114705,489.7114705,489.7114705,489.7114705,489.7114705,490.7119866,490.7119866,v,1,0.6191048,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
50,c,43,2,174,2,,,,,491.3610182,492.3614877,492.3614877,492.3614877,492.3614877,492.3614877,493.3611932,493.3611932,c,1,0.5193452,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
-150,z,43,3,175,3,,,,,493.9109722,494.9114698,494.9114698,494.9114698,494.9114698,494.9114698,495.9115984,495.9115984,z,1,0.6478364,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
-50,x,44,0,176,0,,,,,496.5777502,497.5773684,497.5773684,497.5773684,497.5773684,497.5773684,498.5777341,498.5777341,x,1,0.9480949,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
150,v,44,1,177,1,,,,,499.5445715,500.5447252,500.5447252,500.5447252,500.5447252,500.5447252,501.5445548,501.5445548,v,1,0.5186457,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
50,c,44,2,178,2,,,,,502.0943427,503.0946602,503.0946602,503.0946602,503.0946602,503.0946602,504.0943231,504.0943231,c,1,0.4233608,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
-150,z,44,3,179,3,,,,,504.5441506,505.5443816,505.5443816,505.5443816,505.5443816,505.5443816,506.5437013,506.5437013,z,1,0.6018702,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
-50,x,45,0,180,0,,,,,507.1767898,508.1767948,508.1767948,508.1767948,508.1767948,508.1767948,509.1768222,509.1768222,x,1,0.956904,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
150,v,45,1,181,1,,,,,510.1607048,511.1606656,511.1606656,511.1606656,511.1606656,511.1606656,512.1607349,512.1607349,v,1,0.8066303,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
50,c,45,2,182,2,,,,,512.994024,513.9940293,513.9940293,513.9940293,513.9940293,513.9940293,514.9937861,514.9937861,c,1,0.6972209,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
-150,z,45,3,183,3,,,,,515.7103826,516.710514,516.710514,516.710514,516.710514,516.710514,517.7105242,517.7105242,z,1,0.6130994,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
-50,x,46,0,184,0,,,,,518.3434151,519.3439914,519.3439914,519.3439914,519.3439914,519.3439914,520.3429609,520.3429609,x,1,1.0422253,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
150,v,46,1,185,1,,,,,521.4101572,522.4101145,522.4101145,522.4101145,522.4101145,522.4101145,523.4101211,523.4101211,v,1,1.3616132,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
50,c,46,2,186,2,,,,,524.7933267,525.7929936,525.7929936,525.7929936,525.7929936,525.7929936,526.793297,526.793297,c,1,0.9094836,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
-150,z,46,3,187,3,,,,,527.726316,528.7263596,528.7263596,528.7263596,528.7263596,528.7263596,529.7263176,529.7263176,z,1,0.4806175,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
-50,x,47,0,188,0,,,,,530.2257896,531.2262027,531.2262027,531.2262027,531.2262027,531.2262027,532.2261276,532.2261276,x,1,0.8220974,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
150,v,47,1,189,1,,,,,533.0761802,534.0755432,534.0755432,534.0755432,534.0755432,534.0755432,535.0759338,535.0759338,v,1,0.996967,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
50,c,47,2,190,2,,,,,536.0922691,537.0923797,537.0923797,537.0923797,537.0923797,537.0923797,538.0922552,538.0922552,c,1,0.8657721,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
-150,z,47,3,191,3,,,,,538.9756378,539.9759398,539.9759398,539.9759398,539.9759398,539.9759398,540.9756694,540.9756694,z,1,0.6293719,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
-50,x,48,0,192,0,,,,,541.625197,542.6253373,542.6253373,542.6253373,542.6253373,542.6253373,543.6253166,543.6253166,x,1,0.9287113,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
150,v,48,1,193,1,,,,,544.575634,545.5754913,545.5754913,545.5754913,545.5754913,545.5754913,546.5754745,546.5754745,v,1,0.9017988,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
50,c,48,2,194,2,,,,,547.5087626,548.5091056,548.5091056,548.5091056,548.5091056,548.5091056,549.5088516,549.5088516,c,1,0.6160683,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
-150,z,48,3,195,3,,,,,550.1418163,551.141988,551.141988,551.141988,551.141988,551.141988,552.142161,552.142161,z,1,0.8219724,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
-50,x,49,0,196,0,,,,,552.9916354,553.9919912,553.9919912,553.9919912,553.9919912,553.9919912,554.9917949,554.9917949,x,1,0.8071705,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
150,v,49,1,197,1,,,,,555.8251157,556.8253649,556.8253649,556.8253649,556.8253649,556.8253649,557.8249715,557.8249715,v,1,1.0509838,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
50,c,49,2,198,2,,,,,558.9079417,559.9081852,559.9081852,559.9081852,559.9081852,559.9081852,560.9081999,560.9081999,c,1,0.6412441,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
